1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.456917725445791290e-01,1.953065147264687329e-01,1.972585504486133179e-01,2.384857264431311519e-01,2.478884294865701665e-01,2.051803457554883803e-01,1.774917917313152960e-01,1.643326655579579743e-01,1.548863923155713307e-01,1.471783377514216951e-01,1.422279448323955087e-01,1.371483849921430465e-01,1.330363791293914244e-01,1.300935525199769516e-01,1.272393864247366446e-01,1.243647655777057881e-01,1.219677600484115193e-01,1.193259860679836970e-01,1.170408048211773605e-01,1.148584483351027113e-01,1.122592813631109465e-01,1.106584481720313817e-01,1.101058228426364527e-01
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,7.198174901628018318e-02,5.838876866289723910e-01,8.018036880732933858e-01,3.185125266221887630e-01,4.301143853208092005e-01,2.396253888744720728e-01,1.587731592607220799e-01,1.564667863268164316e-01,1.170412691089648405e-01,1.304222208723800625e-01,1.322646941591044123e-01,1.205618213165651764e-01,1.157678328937944562e-01,1.059382003586600562e-01,1.058154973791929215e-01,1.056212865111769150e-01,9.694513415574823600e-02,8.455759132621028240e-02,8.675170097749515530e-02,8.707860841162290422e-02,8.628302155842390575e-02,8.256673786828042094e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,4.685321032919322337e-01,9.243662244736142175e-02,8.018036880732933858e-01,2.948227607732758493e-01,3.394061593180358605e-01,2.458612043546139769e-01,1.833373062493701688e-01,1.715212299022614573e-01,1.419953574960149678e-01,1.486241079718142455e-01,1.196210800718411904e-01,1.121282886709335097e-01,1.104666151319153994e-01,1.191161383505790761e-01,1.115153822930742833e-01,1.098642907585571232e-01,1.085386791099053061e-01,8.719737587267654966e-02,9.137719312918550496e-02,8.742296797166625166e-02,7.938289990749296254e-02,7.827677861876067289e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,2.147746157558864388e-01,7.306185286696505188e-02,2.929854828040604486e-01,3.131262734305304551e-01,3.111724543344158156e-01,2.258228344373941210e-01,1.746414467808282411e-01,1.542074729353341278e-01,1.572119044432438717e-01,1.520659338041762676e-01,1.209290497461134456e-01,1.320396426539396928e-01,1.382031772307978912e-01,1.245780899567508065e-01,1.108480485615970651e-01,9.630503888783253919e-02,9.543771435511240464e-02,8.496801328002936970e-02,9.494238456211247235e-02,7.836693796306920534e-02,7.522922756419576917e-02,7.792071487270407770e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.811804562784302908e-01,7.306185286696505188e-02,8.018036880732933858e-01,7.834961870435657172e-01,3.394291595310653387e-01,2.418688282338901929e-01,2.005712596034505135e-01,1.456530982787455908e-01,1.633987349407205469e-01,1.466306173825123738e-01,1.213816482005135172e-01,1.169114343822801327e-01,1.143897101513222103e-01,1.332833565610255788e-01,1.106463941009208918e-01,1.069779110102491854e-01,9.476468146658899305e-02,9.461473637941578141e-02,8.252395106236287692e-02,8.790827834667787333e-02,8.037301448281321259e-02,7.569146882884494887e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,4.667423374594431573e-02,5.838876866289723910e-01,8.018036880732933858e-01,5.882667328650870164e-01,4.885582856477444502e-01,2.311392784844836235e-01,2.221044339681609858e-01,1.725919004614269447e-01,1.518734859951712812e-01,1.474778400420496127e-01,1.303256667985910888e-01,1.264782615844697033e-01,1.159314213845891312e-01,1.097631684559105536e-01,1.130419933719505055e-01,1.075121958404448713e-01,1.021422334364894685e-01,9.768539790270912293e-02,8.488168368601790859e-02,8.176133718456198018e-02,7.408908283814860662e-02,7.324361712610948094e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,7.306185286696505188e-02,5.838876866289723910e-01,8.018036880732933858e-01,2.809880272440841709e-01,4.879120367972384353e-01,2.213213882738077898e-01,2.075334032857776567e-01,1.434467706164454792e-01,1.539841861751429508e-01,1.507306144375464840e-01,1.184683796780740261e-01,1.213955057106572144e-01,1.052998352785620290e-01,1.084187436797587611e-01,1.038485239692196610e-01,1.036725823427595561e-01,8.840680975139036946e-02,8.670984305913763401e-02,7.731355070915885142e-02,8.460703232158132969e-02,7.689120818750555530e-02,6.526120238329151391e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.811804562784302908e-01,1.942029396360426263e-01,8.018036880732933858e-01,2.032268500359910891e-03,3.330044584595149848e-01,2.236548312418443207e-01,1.602709602442927705e-01,1.839700475715053407e-01,1.571417517605272762e-01,1.239602020629165802e-01,1.463562935335832593e-01,1.410901150596911569e-01,1.070423699335441292e-01,1.155143934968897029e-01,1.031280396697983603e-01,9.316259662174024292e-02,8.463204511957940490e-02,8.634738743850253750e-02,8.087919498401480167e-02,7.952389966130656018e-02,7.233867959717496521e-02,6.664786974414191323e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,4.685321032919322337e-01,7.306185286696505188e-02,8.018036880732933858e-01,8.018036880732933858e-01,4.615207009764393242e-01,2.422931108006686762e-01,1.628280952922532832e-01,1.521929316171644342e-01,1.676551769868835362e-01,1.456265376283850110e-01,1.412708427682557444e-01,1.227103745549350255e-01,1.026841332006466628e-01,1.111583689372023787e-01,1.074632803911352574e-01,8.223530127421414815e-02,8.889951588146027817e-02,8.021258484826977730e-02,8.939105161737104233e-02,7.957461070762651689e-02,6.799028692379184557e-02,6.559109081542506547e-02
5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.694680218718459599e-16,5.811804562784302908e-01,5.838876866289723910e-01,8.018036880732933858e-01,3.134778107897737143e-01,5.114345506537629760e-01,2.170925185723950046e-01,1.903294546774813578e-01,1.771185139000823194e-01,1.442055272293344126e-01,1.427019267596865149e-01,1.147152788773054682e-01,1.113463878451764338e-01,1.075946111542275679e-01,9.807302794023940729e-02,1.001876134467705459e-01,1.026510527652095273e-01,7.539903099708905598e-02,7.834672023214339642e-02,7.453345718502034367e-02,6.839056455206234120e-02,5.450316445293370421e-02,5.016255413910909039e-02
